Subject,Methods,Condition1,Task,Condition2,Label,Mental,Physical,Temporal,Task Complexity,Stress,Distractions,Performance,Effort,Frustration,Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,mds1,mds2
42,1,CL,1,Clock,161,25,30,20,25,10,15,0,15,0,-2.205116223,1.148376763,0.233982779,-0.689771151,0.242034087,0.328374441,-0.010789844,-0.174842672,0.080833421,0.050257,-0.288135
42,1,CL,2,Peg,162,15,15,0,10,5,0,0,0,0,-3.415936655,0.48030123,0.298937181,-0.381149097,-0.564378643,0.4833355,0.054355621,-0.241402247,0.316447072,-0.545988,0.348756
42,2,PL,1,Clock,163,15,50,55,60,15,5,0,25,0,-1.111491426,0.775996412,1.61675259,-0.649591571,0.728785925,0.808597759,-0.585434709,0.227545479,-0.70794524,0.193079,0.247944
42,2,PL,2,Peg,164,25,65,45,55,15,0,0,30,0,-0.952349505,0.488432837,1.736509021,-0.797791125,0.662144419,1.136915658,-0.019722018,0.071149209,-0.294444345,0.662349,-0.311502
42,3,UL,1,Clock,165,50,60,80,60,30,40,10,30,10,0.718695545,2.594844961,0.587806751,-0.912406227,1.393643898,0.121043388,-0.867545559,-0.165923448,-0.271162443,0.640362,0.15701
42,3,UL,2,Peg,166,15,25,35,35,40,40,0,0,0,-1.571122683,2.930898773,-0.44990677,-0.569235776,0.210770899,0.228453396,-0.68680219,0.61040671,-0.333387728,-0.199087,-0.333573
42,4,VL,1,Clock,167,55,55,80,65,60,40,25,40,15,1.531501852,2.5519778,0.346429189,-0.449556791,0.942447889,-0.078456607,-0.836510635,0.650520554,-0.050829165,0.299676,-0.467154
42,4,VL,2,Peg,168,60,75,45,65,25,35,0,40,5,0.54444285,2.020320404,0.486249023,-1.83728967,1.20060025,0.475032944,0.207404286,-0.025557527,-0.016170383,0.096968,0.368079
43,1,CL,1,Clock,169,25,25,55,20,40,20,0,30,20,-1.013502048,1.837865232,0.482078291,0.561181861,0.192562015,-0.295422536,-0.085010244,0.032828608,-0.259213901,0.554657,0.408924
43,1,CL,2,Peg,170,60,25,60,15,45,20,30,55,15,0.060459681,1.200461698,0.131312578,0.701372222,0.61824069,-0.888973695,-0.016124929,0.019974819,0.883551104,-0.352547,-0.577091
43,2,PL,1,Clock,171,70,70,60,55,75,25,40,80,65,2.887633482,1.109889784,0.040416889,0.306730932,-0.043895777,-0.072546222,0.718567963,0.190190018,-0.090055281,0.424821,-0.21346
43,2,PL,2,Peg,172,80,80,65,40,65,20,70,70,65,2.998981313,0.667946888,-0.13830563,0.663882348,0.043368828,0.44645995,0.255712942,-0.484192594,0.761974872,-0.139583,-0.116666
43,3,UL,1,Clock,173,60,35,55,35,55,15,10,35,35,0.314875473,1.501077565,0.769316975,0.171149096,-0.460756467,-0.470035242,0.0386786,-0.001263788,0.327976081,-0.603349,-0.165503
43,3,UL,2,Peg,174,30,30,55,35,40,15,15,65,30,-0.032867097,0.772871365,0.41329809,0.584581616,0.514631026,-0.502855926,0.272726821,0.236953434,-0.549555063,0.109677,-0.423831
43,4,VL,1,Clock,175,85,70,60,85,65,20,65,80,85,3.816005863,0.137624448,-0.035448385,-0.331234171,-0.470515592,-0.069979568,-0.006247332,-0.113280353,-0.289944495,0.482524,-0.432852
43,4,VL,2,Peg,176,85,70,55,80,60,20,75,75,80,3.593248922,0.001748525,-0.293491902,-0.344916119,-0.415188503,0.114772637,-0.164029726,-0.200909451,-0.006460984,-0.341663,-0.113097
44,1,CL,1,Clock,177,0,0,5,5,0,0,10,0,0,-3.808569439,0.282599389,0.01130804,0.104051738,-0.43208401,0.320447329,-0.389505598,-0.210059068,0.050590763,0.285736,-0.544924
44,1,CL,2,Peg,178,0,0,0,0,0,0,10,0,0,-3.935448684,0.271910145,-0.116052062,0.14263604,-0.487607297,0.350560334,-0.238646917,-0.243501897,0.147905136,0.636287,0.126418
44,2,PL,1,Clock,179,65,85,85,75,90,55,80,70,70,4.493301814,2.370672229,-1.199298879,0.285068272,0.599765844,0.484018108,-0.648006958,0.468624093,-0.351972547,0.624457,0.293034
44,2,PL,2,Peg,180,60,80,90,50,80,55,55,70,60,3.560461944,2.826578057,-0.871404761,0.638478032,1.015923907,0.168175623,-0.173383372,0.06098886,-0.269763262,0.196143,0.59542
44,3,UL,1,Clock,181,5,10,10,15,15,5,20,5,5,-2.917978551,0.494145666,-0.139645176,0.106056234,-0.454998733,0.486819925,-0.444796282,0.10579095,0.062032947,0.113407,0.668987
44,3,UL,2,Peg,182,10,15,15,5,5,5,10,10,0,-3.097938315,0.587583086,0.101181152,0.10504577,-0.020875005,0.374094751,-0.144935244,-0.295714315,0.216888172,0.354782,0.155698
44,4,VL,1,Clock,183,25,15,40,35,25,25,20,25,25,-1.067977266,1.350653312,-0.35103329,-0.090289362,0.070966704,-0.310386853,-0.661816622,-0.069007923,-0.456904264,0.464735,-0.537109
44,4,VL,2,Peg,184,60,35,65,30,80,40,35,55,30,1.424611744,2.436314991,-0.565008522,0.707906363,0.310322554,-0.764709466,-0.060828913,0.714500149,0.501485303,0.13853,0.32323
45,1,CL,1,Clock,185,85,25,50,50,25,0,15,70,25,0.415238885,-0.325300151,1.252075093,-0.560372686,0.206306008,-1.351597352,0.29347782,-0.24898106,0.597380675,-0.238923,0.016279
45,1,CL,2,Peg,186,80,40,70,30,25,15,35,40,15,0.401630059,0.920840462,0.754114769,-0.090908813,0.70893526,-0.551489496,-0.610284002,-0.732483431,1.200136554,-0.29724,0.199692
45,2,PL,1,Clock,187,75,75,75,75,75,15,70,70,80,3.729052683,0.358779937,0.376838766,0.405244126,-0.481824335,0.349196252,-0.310284155,-0.000316373,-0.0939659,-0.592924,0.655844
45,2,PL,2,Peg,188,80,80,85,75,85,15,80,80,85,4.406578634,0.301759372,0.400398233,0.778123319,-0.389243203,0.312328772,-0.300145733,0.090780793,0.025545496,-0.319827,0.297142
45,3,UL,1,Clock,189,30,20,20,15,15,5,20,50,10,-1.710908098,-0.037545189,0.027426957,0.173478581,0.330086341,-0.232103467,0.451647738,-0.068728668,0.269680814,-0.39682,0.367691
45,3,UL,2,Peg,190,40,40,35,50,25,10,30,45,30,-0.146767933,0.183762994,0.261829464,-0.398096687,0.055535338,0.185556913,-0.125001928,-0.062617675,-0.208076333,0.693224,-0.455243
45,4,VL,1,Clock,191,70,75,85,80,75,10,80,80,65,3.806463556,-0.070743668,0.672366798,0.624588625,0.045448868,0.396322316,-0.57275926,0.408190758,0.000674304,-0.196934,0.67853
45,4,VL,2,Peg,192,85,70,50,75,70,15,70,70,65,3.236735786,0.074025888,0.004148018,-0.266332817,-0.545892765,0.246817653,-0.003652965,0.260860981,0.421919194,-0.257874,0.649202
46,1,CL,1,Clock,193,10,10,10,10,10,5,25,10,10,-2.809737949,0.309085718,-0.295233727,0.189143419,-0.384421428,0.376926827,-0.364411734,-0.1889536,0.166679464,-0.379305,0.729019
46,1,CL,2,Peg,194,0,0,10,10,10,5,10,15,0,-3.305715839,0.427485705,-0.110143667,0.219123462,-0.171155774,0.066397184,-0.213495474,0.168638839,-0.129919054,-0.59343,0.446119
46,2,PL,1,Clock,195,45,30,30,35,35,10,85,55,55,0.651415644,-0.667226231,-1.080974967,0.656041329,-0.431071868,0.152034682,-0.51240046,-0.264461574,0.304050351,-0.74023,-0.251148
46,2,PL,2,Peg,196,35,35,20,40,25,5,45,45,25,-0.575381558,-0.339553433,-0.152045115,-0.147780317,-0.117899233,0.391319562,-0.059850317,0.110504744,0.155274673,0.468453,-0.4663
46,3,UL,1,Clock,197,20,20,20,20,5,5,5,25,5,-2.431882244,0.391494094,0.375354834,-0.245452853,0.155556032,0.104444699,0.050456998,-0.254742277,-0.019513307,0.464398,-0.347276
46,3,UL,2,Peg,198,15,20,15,25,10,5,30,35,20,-1.860074756,-0.169149476,-0.244788542,0.054306797,-0.042825088,0.275858095,-0.075087248,-0.144170563,-0.211492819,-0.141495,0.490465
46,4,VL,1,Clock,199,55,45,35,55,35,15,35,55,55,0.893146897,0.255027791,-0.070074927,-0.413813316,-0.340925655,-0.059811099,0.158429602,-0.30779077,-0.318510557,0.420163,-0.005726
46,4,VL,2,Peg,200,55,40,40,55,40,10,55,55,45,0.95761498,-0.149466923,-0.067740831,-0.077461493,-0.264265893,0.00359441,-0.307040252,0.038933956,0.095460884,0.458357,-0.153
